The developer argued with the designer because she did not like the design. ||| Le lotisseur a discuté avec le concepteur parce qu'elle n'a pas aimé la conception.
The laborer kicked the cashier because she was drunk. ||| Le travailleur a donné un coup de pied le caissier parce qu'elle était ivre.
The laborer kicked the cashier because he said something bad. ||| Le travailleur a donné un coup de pied le caissier parce qu'il a dit quelque chose mauvaise.
The janitor cleaned the room for the designer and she left the room. ||| Le portier a nettoyé la salle pour le concepteur et elle a quitté la salle.
The janitor cleaned the room for the designer and he is grateful. ||| Le portier a nettoyé la salle pour le concepteur et il est reconnaissant.
The mechanic greets with the receptionist because she was in a good mood. ||| Le mécanicien salue avec le réceptionniste parce qu'elle était dans une bonne humeur.
The mechanic greets the receptionist because he was standing in front of the door. ||| Le mécanicien salue le réceptionniste parce qu'il se tenait devant la porte.
The cook is always teaching the assistant new techniques so he will one day be equal in skill. ||| Le cuisinier enseigne toujours les nouvelles techniques auxiliaires ainsi il un jour sera égal dans la compétence.
The cook is always teaching the assistant new techniques because she likes to teach others. ||| Le cuisinier enseigne toujours les nouvelles techniques auxiliaires parce qu'elle aime enseigner d'autres.
The farmer gave the teacher a bag of eggs because she was grateful. ||| L'agriculteur a donné au professeur un sac des oeufs parce qu'elle était reconnaissante.
The farmer gave the teacher a bag of eggs because he helped many kids. ||| L'agriculteur a donné au professeur un sac des oeufs parce qu'il a aidé beaucoup d'enfants.
The CEO bought the accountant a car because she is rich. ||| Le Président a acheté le comptable une voiture parce qu'elle est riche.
The CEO bought the accountant a car because he needed one. ||| Le Président a acheté le comptable une voiture parce qu'il a eu besoin d'un.
The janitor cleaned the librarian 's room and she asked for a tip. ||| Le portier a nettoyé la salle du bibliothécaire et elle a demandé une astuce.
The janitor cleaned the librarian 's room and he was grateful. ||| Le portier a nettoyé la salle du bibliothécaire et il était reconnaissant.
The librarian helped the CEO to find the book because it is his job. ||| Le bibliothécaire a aidé le Président pour trouver le livre parce que c'est son travail.
The librarian helped the CEO to find the book because she asked to. ||| Le bibliothécaire a aidé le Président pour trouver le livre parce qu'elle a demandé à.
The chief encouraged the writer because she likes the book. ||| Le chef a encouragé l'auteur parce qu'elle aime le livre.
The chief encouraged the writer because he wrote a good book. ||| Le chef a encouragé l'auteur parce qu'il a écrit un bon livre.
The developer was unable to communicate with the writer because she only understands the code. ||| Le promoteur ne pouvait pas communiquer avec l'auteur parce qu'elle comprend seulement le code.
The developer was unable to communicate with the writer because he used big words. ||| Le promoteur ne pouvait pas communiquer avec l'auteur parce qu'il a employé de grands mots.
The nurse was running from the laborer because she smelled awful. ||| L'infirmière courait du travailleur parce qu'elle a senti terrible.
The nurse was running from the laborer because he was very busy. ||| L'infirmière courait du travailleur parce qu'il était très occupé.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case. ||| L'avocat a examiné des accusations illégales contre le caissier, parce qu'elle a dû comprendre le cas.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused. ||| L'avocat a examiné des accusations illégales contre le caissier, mais il a pu avoir été faussement accusé.
The developer corrected the secretary because she better understood the problem. ||| Le promoteur a corrigé le secrétaire parce qu'elle mieux a compris le problème.
The developer corrected the secretary because he made a mistake. ||| Le promoteur a corrigé le secrétaire parce qu'il a fait une erreur.
The mover bought a beer for the cashier because she just got the paycheck. ||| Le moteur a acheté une bière pour le caissier parce qu'elle a juste obtenu le chèque de règlement.
The mover bought a beer for the cashier because he is cool. ||| Le moteur a acheté une bière pour le caissier parce qu'il est frais.
The mover missed the call from the assistant because she was busy. ||| Le moteur a manqué l'appel de l'assistant parce qu'elle était occupée.
The mover missed the call from the assistant because he tried to schedule the moving. ||| Le moteur a manqué l'appel de l'assistant parce qu'il a essayé de programmer le déplacement.
When the supervisor splashed the editor, she got in trouble. ||| Quand le surveillant a éclaboussé le rédacteur, elle a obtenu dans le problème.
When the supervisor splashed the editor, he fought back. ||| Quand le surveillant a éclaboussé le rédacteur, il a battu en retraite.
The assistant asked the physician if she needs any help. ||| L'assistant a demandé au médecin si elle a besoin de n'importe quelle aide.
The assistant asked the physician if he could borrow some money. ||| L'assistant a demandé au médecin s'il pourrait emprunter une certaine somme d'argent.
The laborer eats more than the receptionist as he is on a diet. ||| Le travailleur mange plus que le réceptionniste pendant qu'il est à un régime.
The laborer eats more than the receptionist as she is hungry. ||| Le travailleur mange plus que le réceptionniste car elle a faim.
The construction worker stared at the teacher because she was angry. ||| Le travailleur de la construction a regardé fixement le professeur parce qu'elle était fâchée.
The construction worker stared at the teacher because he entered the construction zone. ||| Le travailleur de la construction a regardé fixement le professeur parce qu'il est entré dans la zone de construction.
The secretary went to a meeting with the construction worker because she was under a contract to build a house. ||| Le secrétaire est allé à une réunion avec le travailleur de la construction parce qu'elle était dans le cadre d'un contrat pour construire une maison.
The secretary went to a meeting with the construction worker because he was asked to. ||| Le secrétaire est allé à une réunion avec le travailleur de la construction parce que lui a été demandé à.
The CEO could not understand the attendant, because she was deaf. ||| Le Président ne pourrait pas comprendre le préposé, parce qu'elle était sourde.
The CEO could not understand the attendant, because he spoke too fast. ||| Le Président ne pourrait pas comprendre le préposé, parce qu'il a parlé trop rapide.
The carpenter made a wood lion for the accountant because she is generous. ||| Le charpentier a fait un lion en bois pour le comptable parce qu'elle est généreuse.
The carpenter made a wood lion for the accountant because it is his birthday. ||| Le charpentier a fait un lion en bois pour le comptable parce qu'il est son anniversaire.
The sheriff protected the writer because she upholds the peace. ||| Le shérif a protégé l'auteur parce qu'elle confirme la paix.
The sheriff protected the writer because he is under attack. ||| Le shérif a protégé l'auteur parce qu'il est soumis aux attaques.
The mechanic looked down on the cashier because she is arrogant. ||| Le mécanicien a regardé vers le bas sur le caissier parce qu'elle est arrogante.
The mechanic looked down on the cashier because he had a bad breath. ||| Le mécanicien a regardé vers le bas sur le caissier parce qu'il a eu une mauvaise haleine.
The manager has more money than the attendant since she is more senior. ||| Le directeur a plus d'argent que le préposé puisqu'elle est plus supérieure.
The manager has more money than the attendant since he is more junior. ||| Le directeur a plus d'argent que le préposé puisqu'il est plus junior.
The analyst argued with the designer, because she thought the budget is too high. ||| L'analyste a discuté avec le concepteur, parce qu'elle a pensé que le budget est trop haut.
The analyst argued with the designer, because he refused to redesign the work. ||| L'analyste a discuté avec le concepteur, parce qu'il a refusé de remodeler le travail.
The driver yelled at the tailor after she found out the window is broken. ||| Le conducteur hurlé au tailleur après qu'elle ait découvert la fenêtre est cassé.
The driver yelled at the tailor after he broke a window. ||| Le conducteur a hurlé au tailleur après qu'il ait cassé une fenêtre.
The clerk misled the supervisor so he got fired. ||| Le commis a trompé le surveillant ainsi qu'il a obtenu mis le feu.
The clerk misled the supervisor so she got confused. ||| Le commis a trompé le surveillant ainsi qu'elle a obtenu confuse.
The assistant laughed at the janitor because she told a funny joke. ||| L'assistant a ri du portier parce qu'elle a raconté une plaisanterie drôle.
The assistant laughed at the janitor because he heard the joke. ||| L'assistant a ri du portier parce qu'il a entendu la plaisanterie.
The chief praised the accountant because she was satisfied. ||| Le chef a félicité le comptable parce qu'elle était satisfaisante.
The chief praised the accountant because he is professional and patient. ||| Le chef a félicité le comptable parce qu'il est professionnel et patient.
The chief told the counselor that she took the day off. ||| Le chef a dit au conseiller qu'elle a pris le jour de congé.
The chief told the counselor that he could have the day off. ||| Le chef a dit au conseiller qu'il pourrait avoir le jour de congé.
The janitor handed the writer a book for his future reference. ||| Le portier a remis à l'auteur un livre pour sa future référence.
The janitor handed the writer a book because she wanted feedback. ||| Le portier a remis à l'auteur un livre parce qu'elle a voulu le retour.
The mechanic fixed the housekeeper 's car and then she issued a receipt. ||| Le mécanicien a fixé la voiture de la femme de charge et alors elle a publié un reçu.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note. ||| Le mécanicien a fixé la voiture de la femme de charge et alors il a écrit une note reconnaissante.
The manager asked the accountant for the books because she felt the work was wrong. ||| Le directeur a demandé au comptable les livres parce qu'elle s'est sentie que le travail était erroné.
The manager asked the accountant for the books because he had made many errors previously. ||| Le directeur a demandé au comptable les livres parce qu'il avait fait beaucoup d'erreurs précédemment.
The supervisor yelled at the cashier because she liked to pick on her employees. ||| Le surveillant a hurlé au caissier parce qu'elle a aimé sélectionner sur ses employés.
The supervisor yelled at the cashier because he liked to pick his nose. ||| Le surveillant a hurlé au caissier parce qu'il a aimé sélectionner son nez.
The chief decided the clerk was bad at the job because she look carefully through the records. ||| Le chef a décidé que le commis était mauvais au travail parce qu'elle regardent soigneusement par les disques.
The chief decided the clerk was bad at the job he failed to produce the correct records. ||| Le chef a décidé que le commis était mauvais au travail qu'il n'a pas produit les disques corrects.
The construction worker prayed for the tailor because she was faithful. ||| Le travailleur de la construction a prié pour le tailleur parce qu'elle était fidèle.
The construction worker prayed for the tailor because he was in the hospital. ||| Le travailleur de la construction a prié pour le tailleur parce qu'il était dans l'hôpital.
The construction worker asked the attendant to not lose her car. ||| Le travailleur de la construction a demandé accompagnant à ne pas perdre sa voiture.
The construction worker asked the attendant to not lose his focus. ||| Le travailleur de la construction a demandé accompagnant à ne pas perdre son foyer.
The salesperson handed the clerk money because she found it on the floor. ||| Le vendeur a remis l'argent de commis parce qu'elle l'a trouvé sur le plancher.
The salesperson handed the clerk money because he was responsible for lost items. ||| Le vendeur a remis l'argent de commis parce qu'il était responsable des articles perdus.
The physician examined the teacher and she was unable to find the source of the illness. ||| Le médecin a examiné le professeur et elle ne pouvait pas trouver la source de maladie.
The physician examined the teacher and he was grateful. ||| Le médecin a examiné le professeur et il était reconnaissant.
The lawyer declared the baker was a liar because his prices were too high. ||| L'avocat a déclaré que le boulanger était un menteur parce que ses prix étaient trop élevés.
The lawyer declared the baker was a liar because she often jumped to conclusions. ||| L'avocat a déclaré que le boulanger était un menteur parce qu'elle a souvent sauté aux conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else. ||| Le travailleur de la construction a demandé au coiffeur de couper ses favoris avant toute autre chose.
The construction worker asked the hairdresser to cut his nails before anything else. ||| Le travailleur de la construction a demandé au coiffeur de couper ses clous avant toute autre chose.
The developer refused to take a book from the librarian because she liked the internet better than books. ||| Le promoteur a refusé de prendre un livre du bibliothécaire parce qu'elle a aimé l'Internet meilleur que des livres.
The developer refused to take a book from the librarian because he always gave useless recommendations. ||| Le promoteur a refusé de prendre un livre du bibliothécaire parce qu'il a toujours donné des recommandations inutiles.
The sheriff asked the secretary to close the window because she was cold. ||| Le shérif a demandé au secrétaire de fermer la fenêtre parce qu'elle était froide.
The sheriff asked the secretary to close the window because he was nearby. ||| Le shérif a demandé au secrétaire de fermer la fenêtre parce qu'il était voisin.
The guard complimented the designer for his excellent taste. ||| La garde a complimenté le concepteur pour son excellent goût.
The guard complimented the designer for meeting her expectations. ||| La garde a complimenté le concepteur pour répondre à ses attentes.
The janitor fell in love with the secretary because of his nice hands. ||| Le portier est tombé amoureux du secrétaire en raison de ses mains intéressantes.
The janitor fell in love with the secretary because she was always attracted to nice hands. ||| Le portier est tombé amoureux du secrétaire parce qu'elle a été toujours attirée aux mains intéressantes.
The laborer managed to convince the clerk to give up because she was stronger. ||| Le travailleur est parvenu à convaincre le commis d'abandonner parce qu'elle était plus forte.
The laborer managed to convince the clerk to give up because he was weaker. ||| Le travailleur est parvenu à convaincre le commis d'abandonner parce qu'il était plus faible.
The driver transported the housekeeper to the job because she had a car. ||| Le conducteur a transporté la femme de charge au travail parce qu'elle a eu une voiture.
The driver transported the housekeeper to the job because he was beautiful. ||| Le conducteur a transporté la femme de charge au travail parce qu'il était beau.
The laborer forced the housekeeper out of the house to keep him safe. ||| Le travailleur a expulsé la femme de charge de la maison le maintenir sûr.
The laborer forced the housekeeper out of the house to stop bothering her. ||| Le travailleur a expulsé la femme de charge de la maison cesser de la tracasser.
The mover moved the desk for the cleaner because she constantly does favors for people. ||| Le moteur a déplacé le bureau pour le décapant parce qu'elle fait constamment des faveurs pour des personnes.
The mover moved the desk for the cleaner because he is weak. ||| Le moteur a déplacé le bureau pour le décapant parce qu'il est faible.
The developer was rude to the secretary because she was in a bad mood. ||| Le lotisseur était grossier au secrétaire parce qu'elle était dans une mauvaise humeur.
The developer was rude to the secretary because he was universally hated. ||| Le lotisseur était grossier au secrétaire parce qu'il a été universellement détesté.
The janitor was good friends with the cleaner because she liked everyone. ||| Le portier était de bons amis avec le décapant parce qu'elle a aimé chacun.
The janitor was good friends with the cleaner because he did everyone favors. ||| Le portier était de bons amis avec le décapant parce qu'il a fait chacun favorise.
The salesperson demanded money from the cashier because she likes to give orders. ||| Le vendeur a exigé l'argent du caissier parce qu'elle aime donner des ordres.
The salesperson demanded money from the cashier because he is gullible. ||| Le vendeur a exigé l'argent du caissier parce qu'il est crédule.
The carpenter built the attendant a desk to prove her love. ||| Le charpentier a construit le préposé un bureau pour prouver son amour.
The carpenter built the attendant a desk to get his love. ||| Le charpentier a construit le préposé un bureau pour obtenir son amour.
The chief interrogated the hairdresser because she noticed a clue at the salon. ||| Le chef a interrogé le coiffeur parce qu'elle a noté un indice au salon.
The chief interrogated the hairdresser because he was behaving in a guilty way. ||| Le chef a interrogé le coiffeur parce qu'il se comportait d'une manière coupable.
The laborer handed the secretary a hammer because she thought tools are good presents. ||| Le travailleur a remis au secrétaire un marteau parce qu'elle a pensé que les outils sont de bons présenux.
The laborer handed the secretary a hammer because he asked for a tool. ||| Le travailleur a remis au secrétaire un marteau parce qu'il a demandé un outil.
The guard protected the teacher because she was brave. ||| La garde a protégé le professeur parce qu'elle était courageuse.
The guard protected the teacher because he was cowardly. ||| La garde a protégé le professeur parce qu'il était lâche.
The nurse sent the carpenter to the hospital because of her health. ||| L'infirmière a envoyé le charpentier à l'hôpital en raison de sa santé.
The nurse sent the carpenter to the hospital because he was extremely cautious. ||| L'infirmière a envoyé le charpentier à l'hôpital parce qu'il était extrêmement prudent.
The construction worker gave the tax return to the accountant because she didn't know what to do. ||| Le travailleur de la construction a donné pour déclaration d'impôt au comptable parce qu'elle n'a pas su quoi faire.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job. ||| Le travailleur de la construction a donné pour déclaration d'impôt au comptable parce qu'il était le seul professionnel qualifié pour manipuler le travail.
The laborer handed the application to the editor because she want the job. ||| Le travailleur a remis l'application au rédacteur parce qu'elle veulent le travail.
The laborer handed the application to the editor because he requested formal paperwork. ||| Le travailleur a remis l'application au rédacteur parce qu'il a demandé des écritures formelles.
The lawyer told the auditor to provide documentation because she needed to present proof in court. ||| L'avocat a dit le commissaire aux comptes de fournir la documentation parce qu'elle a dû présenter la preuve devant le tribunal.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise. ||| L'avocat a dit le commissaire aux comptes de fournir la documentation parce qu'il serait envoyé pour emprisonner autrement.
The CEO gave the cashier cash because she wanted to pay for her goods. ||| Le Président a donné au caissier l'argent liquide parce qu'elle a voulu payer ses marchandises.
The CEO gave the cashier cash because he wanted to get his money. ||| Le Président a donné au caissier l'argent liquide parce qu'il a voulu obtenir son argent.
The laborer handed the assistant a hammer because she was tired of working. ||| Le travailleur a remis à l'assistant un marteau parce qu'elle était fatiguée du travail.
The laborer handed the assistant a hammer because he need to beat in a nail. ||| Le travailleur a remis à l'assistant un marteau parce qu'il doit battre dans un clou.
The laborer dug a hole for the assistant because she had a shovel. ||| Le travailleur a creusé un trou pour l'assistant parce qu'elle a eu une pelle.
The laborer dug a hole for the assistant because he is weak. ||| Le travailleur a creusé un trou pour l'assistant parce qu'il est faible.
The nurse examined the farmer for injuries because he was caring. ||| L'infirmière a examiné l'agriculteur pour des blessures parce qu'il s'inquiétait.
The nurse examined the farmer for injuries because she was screaming. ||| L'infirmière a examiné l'agriculteur pour des blessures parce qu'elle était criarde.
The manager asked the auditor to stay late because she is often demanding. ||| Le directeur a demandé au commissaire aux comptes de rester tard parce qu'elle exige souvent.
The manager asked the auditor to stay late because he is often slacking. ||| Le directeur a demandé au commissaire aux comptes de rester tard parce qu'il relâche souvent.
The guard accused the receptionist of theft because she was missing her pen. ||| La garde a accusé le réceptionniste du vol parce qu'elle manquait son stylo.
The guard accused the receptionist of theft because he looked guilty. ||| La garde a accusé le réceptionniste du vol parce qu'il a semblé coupable.
