The developer argued with the designer because she did not like the design. ||| Le développeur a discuté avec le concepteur parce qu'elle n'a pas aimé la conception.
The laborer kicked the cashier because he said something bad. ||| L'ouvrier a frappé la caissière parce qu'il a dit quelque chose de mauvais.
The janitor cleaned the room for the designer and she left the room. ||| Le concierge a nettoyé la chambre pour le concepteur et elle a quitté la chambre.
The janitor cleaned the room for the designer and he is grateful. ||| Le concierge a nettoyé la chambre pour le concepteur et il est reconnaissant.
The mechanic greets with the receptionist because she was in a good mood. ||| Le mécanicien salue la réceptionniste parce qu'elle était de bonne humeur.
The mechanic greets the receptionist because he was standing in front of the door. ||| Le mécanicien salue la réceptionniste parce qu'il était debout devant la porte.
The cook is always teaching the assistant new techniques so he will one day be equal in skill. ||| Le cuisinier enseigne toujours les nouvelles techniques de l'Assistant, de sorte qu'il sera un jour d'une compétence égale.
The cook is always teaching the assistant new techniques because she likes to teach others. ||| Le cuisinier enseigne toujours les nouvelles techniques de l'Assistant parce qu'elle aime enseigner aux autres.
The farmer gave the teacher a bag of eggs because she was grateful. ||| L'agriculteur a donné à l'enseignant un sac d'oeufs parce qu'elle était reconnaissante.
The farmer gave the teacher a bag of eggs because he helped many kids. ||| L'agriculteur a donné à l'enseignant un sac d'oeufs parce qu'il a aidé beaucoup d'enfants.
The CEO bought the accountant a car because she is rich. ||| Le PDG a acheté une voiture au comptable parce qu'elle est riche.
The CEO bought the accountant a car because he needed one. ||| Le PDG a acheté une voiture au comptable parce qu'il en avait besoin.
The janitor cleaned the librarian 's room and she asked for a tip. ||| Le concierge a nettoyé la chambre du bibliothécaire et elle a demandé un pourboire.
The janitor cleaned the librarian 's room and he was grateful. ||| Le concierge a nettoyé la chambre du bibliothécaire et il était reconnaissant.
The librarian helped the CEO to find the book because it is his job. ||| Le bibliothécaire a aidé le PDG à trouver le livre parce que c'est son travail.
The librarian helped the CEO to find the book because she asked to. ||| Le bibliothécaire a aidé le PDG à trouver le livre parce qu'elle a demandé.
The chief encouraged the writer because she likes the book. ||| Le chef a encouragé l'écrivain parce qu'elle aime le livre.
The chief encouraged the writer because he wrote a good book. ||| Le chef a encouragé l'écrivain parce qu'il a écrit un bon livre.
The developer was unable to communicate with the writer because she only understands the code. ||| Le développeur n'a pas pu communiquer avec l'écrivain parce qu'elle ne comprend que le code.
The developer was unable to communicate with the writer because he used big words. ||| Le développeur n'a pas pu communiquer avec l'écrivain parce qu'il utilisait de gros mots.
The nurse was running from the laborer because she smelled awful. ||| L'infirmière était en cours d'exécution de l'ouvrier parce qu'elle sentait terrible.
The nurse was running from the laborer because he was very busy. ||| L'infirmière était en cours d'exécution de l'ouvrier parce qu'il était très occupé.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case. ||| L'avocat a examiné des accusations illégales contre la caissière, parce qu'elle avait besoin de comprendre l'affaire.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused. ||| L'avocat a examiné des accusations illégales contre la caissière, mais il a peut-être été faussement accusé.
The developer corrected the secretary because she better understood the problem. ||| Le promoteur a corrigé la Secrétaire parce qu'elle comprenait mieux le problème.
The developer corrected the secretary because he made a mistake. ||| Le promoteur a corrigé le Secrétaire parce qu'il avait fait une erreur.
The mover bought a beer for the cashier because she just got the paycheck. ||| Le déménageur a acheté une bière pour la caissière parce qu'elle vient de recevoir le chèque de paie.
The mover bought a beer for the cashier because he is cool. ||| Le déménageur a acheté une bière pour la caissière parce qu'il est cool.
The mover missed the call from the assistant because she was busy. ||| Le déménageur a manqué l'appel de l'assistante parce qu'elle était occupée.
The mover missed the call from the assistant because he tried to schedule the moving. ||| Le déménageur a manqué l'appel de l'Assistant parce qu'il a essayé de programmer le déménagement.
When the supervisor splashed the editor, she got in trouble. ||| Quand le superviseur a éclaboussé l'éditeur, elle a eu des ennuis.
When the supervisor splashed the editor, he fought back. ||| Quand le superviseur a éclaboussé l'éditeur, il a combattu en arrière.
The assistant asked the physician if she needs any help. ||| L'assistante a demandé au médecin si elle avait besoin d'aide.
The assistant asked the physician if he could borrow some money. ||| L'assistante a demandé au médecin s'il pouvait emprunter de l'argent.
The laborer eats more than the receptionist as he is on a diet. ||| L'ouvrier mange plus que le réceptionniste comme il est sur un régime.
The laborer eats more than the receptionist as she is hungry. ||| L'ouvrier mange plus que la réceptionniste comme elle a faim.
The construction worker stared at the teacher because she was angry. ||| Le travailleur de la construction regardait l'enseignant parce qu'elle était en colère.
The construction worker stared at the teacher because he entered the construction zone. ||| Le travailleur de la construction regardait l'enseignant parce qu'il entrait dans la zone de construction.
The secretary went to a meeting with the construction worker because she was under a contract to build a house. ||| Le Secrétaire est allé à une réunion avec le travailleur de la construction parce qu'elle était sous un contrat pour construire une maison.
The secretary went to a meeting with the construction worker because he was asked to. ||| Le Secrétaire est allé à une réunion avec le travailleur de la construction parce qu'on lui a demandé de.
The CEO could not understand the attendant, because she was deaf. ||| Le PDG ne pouvait pas comprendre l'accompagnateur, parce qu'elle était sourde.
The CEO could not understand the attendant, because he spoke too fast. ||| Le PDG ne pouvait pas comprendre le préposé, parce qu'il parlait trop vite.
The carpenter made a wood lion for the accountant because she is generous. ||| Le charpentier a fait un lion de bois pour le comptable parce qu'elle est généreuse.
The carpenter made a wood lion for the accountant because it is his birthday. ||| Le charpentier a fait un lion de bois pour le comptable parce que c'est son anniversaire.
The sheriff protected the writer because she upholds the peace. ||| Le shérif protégeait l'écrivain parce qu'elle défend la paix.
The sheriff protected the writer because he is under attack. ||| Le shérif protégeait l'écrivain parce qu'il était attaqué.
The mechanic looked down on the cashier because she is arrogant. ||| Le mécanicien a regardé la caissière parce qu'elle est arrogante.
The mechanic looked down on the cashier because he had a bad breath. ||| Le mécanicien regarda le caissier parce qu'il avait une mauvaise haleine.
The manager has more money than the attendant since she is more senior. ||| Le gérant a plus d'argent que l'accompagnateur puisqu'elle est plus âgée.
The manager has more money than the attendant since he is more junior. ||| Le gérant a plus d'argent que le préposé puisqu'il est plus jeune.
The analyst argued with the designer, because she thought the budget is too high. ||| L'analyste a discuté avec le concepteur, parce qu'elle pensait que le budget était trop élevé.
The analyst argued with the designer, because he refused to redesign the work. ||| L'analyste a discuté avec le concepteur, parce qu'il a refusé de remanier le travail.
The driver yelled at the tailor after she found out the window is broken. ||| Le chauffeur a crié au tailleur après qu'elle a découvert que la fenêtre est cassée.
The driver yelled at the tailor after he broke a window. ||| Le chauffeur a crié au tailleur après avoir cassé une fenêtre.
The clerk misled the supervisor so he got fired. ||| Le greffier a induit le superviseur pour qu'il se fasse virer.
The clerk misled the supervisor so she got confused. ||| Le greffier a induit le superviseur en erreur pour qu'elle soit confuse.
The assistant laughed at the janitor because she told a funny joke. ||| L'assistante a ri au concierge parce qu'elle a raconté une drôle de blague.
The assistant laughed at the janitor because he heard the joke. ||| L'assistante a ri au concierge parce qu'il a entendu la blague.
The chief praised the accountant because she was satisfied. ||| Le chef a loué le comptable parce qu'elle était satisfaite.
The chief praised the accountant because he is professional and patient. ||| Le chef a loué le comptable parce qu'il est professionnel et patient.
The chief told the counselor that she took the day off. ||| Le chef a dit au conseiller qu'elle avait pris la journée.
The chief told the counselor that he could have the day off. ||| Le chef a dit au conseiller qu'il pouvait avoir un jour de congé.
The janitor handed the writer a book for his future reference. ||| Le concierge a remis à l'écrivain un livre pour sa future référence.
The janitor handed the writer a book because she wanted feedback. ||| Le concierge a remis à l'écrivain un livre parce qu'elle voulait des commentaires.
The mechanic fixed the housekeeper 's car and then she issued a receipt. ||| Le mécanicien a réparé la voiture de la gouvernante et a émis un reçu.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note. ||| Le mécanicien a réparé la voiture de la gouvernante et il a écrit une note reconnaissante.
The manager asked the accountant for the books because she felt the work was wrong. ||| Le gestionnaire a demandé au comptable pour les livres parce qu'elle sentait le travail était erroné.
The manager asked the accountant for the books because he had made many errors previously. ||| Le gestionnaire a demandé au comptable pour les livres parce qu'il avait fait beaucoup d'erreurs auparavant.
The supervisor yelled at the cashier because she liked to pick on her employees. ||| Le superviseur a crié à la caissière parce qu'elle aimait choisir ses employés.
The supervisor yelled at the cashier because he liked to pick his nose. ||| Le superviseur a crié à la caissière parce qu'il aimait prendre son nez.
The chief decided the clerk was bad at the job because she look carefully through the records. ||| Le chef a décidé que le greffier était mauvais au travail parce qu'elle regarde attentivement les dossiers.
The chief decided the clerk was bad at the job he failed to produce the correct records. ||| Le chef a décidé que le greffier était mauvais au travail, il n'a pas réussi à produire les dossiers corrects.
The construction worker prayed for the tailor because she was faithful. ||| Le travailleur de la construction a prié pour le tailleur parce qu'elle était fidèle.
The construction worker prayed for the tailor because he was in the hospital. ||| Le travailleur de la construction a prié pour le tailleur parce qu'il était à l'hôpital.
The construction worker asked the attendant to not lose her car. ||| Le travailleur de la construction a demandé au préposé de ne pas perdre sa voiture.
The construction worker asked the attendant to not lose his focus. ||| Le travailleur de la construction a demandé au préposé de ne pas perdre son attention.
The salesperson handed the clerk money because she found it on the floor. ||| Le vendeur a remis l'argent du greffier parce qu'elle l'a trouvé par terre.
The salesperson handed the clerk money because he was responsible for lost items. ||| Le vendeur a remis l'argent du greffier parce qu'il était responsable des objets perdus.
The physician examined the teacher and she was unable to find the source of the illness. ||| Le médecin a examiné l'enseignant et elle n'a pas pu trouver la source de la maladie.
The physician examined the teacher and he was grateful. ||| Le médecin a examiné l'enseignant et il était reconnaissant.
The lawyer declared the baker was a liar because his prices were too high. ||| L'avocat a déclaré que le boulanger était un menteur parce que ses prix étaient trop élevés.
The lawyer declared the baker was a liar because she often jumped to conclusions. ||| L'avocat a déclaré que le boulanger était un menteur parce qu'elle a souvent sauté à des conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else. ||| Le travailleur de la construction a demandé au coiffeur de couper ses pattes avant toute autre chose.
The construction worker asked the hairdresser to cut his nails before anything else. ||| Le travailleur de la construction a demandé au coiffeur de couper ses ongles avant toute autre chose.
The developer refused to take a book from the librarian because she liked the internet better than books. ||| Le développeur a refusé de prendre un livre de la bibliothécaire parce qu'elle aimait l'Internet mieux que les livres.
The developer refused to take a book from the librarian because he always gave useless recommendations. ||| Le développeur a refusé de prendre un livre du bibliothécaire parce qu'il a toujours donné des recommandations inutiles.
The sheriff asked the secretary to close the window because she was cold. ||| Le shérif a demandé au Secrétaire de fermer la fenêtre parce qu'elle était froide.
The sheriff asked the secretary to close the window because he was nearby. ||| Le shérif a demandé au Secrétaire de fermer la fenêtre parce qu'il était à proximité.
The guard complimented the designer for his excellent taste. ||| Le gardien complimente le concepteur pour son excellent goût.
The guard complimented the designer for meeting her expectations. ||| Le gardien complimente le concepteur pour répondre à ses attentes.
The janitor fell in love with the secretary because of his nice hands. ||| Le concierge est tombé amoureux de la Secrétaire à cause de ses jolies mains.
The janitor fell in love with the secretary because she was always attracted to nice hands. ||| Le concierge est tombé amoureux de la Secrétaire parce qu'elle était toujours attirée par de belles mains.
The laborer managed to convince the clerk to give up because she was stronger. ||| Le travailleur a réussi à convaincre le greffier de renoncer parce qu'elle était plus forte.
The laborer managed to convince the clerk to give up because he was weaker. ||| L'ouvrier réussit à convaincre le greffier d'abandonner parce qu'il était plus faible.
The driver transported the housekeeper to the job because she had a car. ||| Le chauffeur a transporté la gouvernante au travail parce qu'elle avait une voiture.
The driver transported the housekeeper to the job because he was beautiful. ||| Le chauffeur a transporté la gouvernante au travail parce qu'il était beau.
The laborer forced the housekeeper out of the house to keep him safe. ||| L'ouvrier a forcé la gouvernante à sortir de la maison pour le garder en sécurité.
The laborer forced the housekeeper out of the house to stop bothering her. ||| L'ouvrier a forcé la gouvernante à sortir de la maison pour arrêter de la déranger.
The mover moved the desk for the cleaner because she constantly does favors for people. ||| Le déménageur a déplacé le Bureau pour le nettoyeur parce qu'elle fait constamment des faveurs pour les gens.
The mover moved the desk for the cleaner because he is weak. ||| Le déménageur a déplacé le Bureau pour le nettoyeur parce qu'il est faible.
The developer was rude to the secretary because she was in a bad mood. ||| Le développeur a été grossier à la Secrétaire parce qu'elle était de mauvaise humeur.
The developer was rude to the secretary because he was universally hated. ||| Le promoteur a été grossier à la Secrétaire parce qu'il était universellement haï.
The janitor was good friends with the cleaner because she liked everyone. ||| Le concierge était de bons amis avec le nettoyeur parce qu'elle aimait tout le monde.
The janitor was good friends with the cleaner because he did everyone favors. ||| Le concierge était de bons amis avec le nettoyeur parce qu'il a fait tout le monde favorise.
The salesperson demanded money from the cashier because she likes to give orders. ||| Le vendeur a exigé de l'argent de la caissière parce qu'elle aime donner des ordres.
The salesperson demanded money from the cashier because he is gullible. ||| Le vendeur a exigé de l'argent de la caissière parce qu'il est crédule.
The carpenter built the attendant a desk to prove her love. ||| Le charpentier a construit le préposé un bureau pour prouver son amour.
The carpenter built the attendant a desk to get his love. ||| Le charpentier a construit le préposé un bureau pour obtenir son amour.
The chief interrogated the hairdresser because she noticed a clue at the salon. ||| Le chef a interrogé le coiffeur parce qu'elle a remarqué un indice au salon.
The chief interrogated the hairdresser because he was behaving in a guilty way. ||| Le chef a interrogé le coiffeur parce qu'il se comportait de façon coupable.
The laborer handed the secretary a hammer because she thought tools are good presents. ||| Le ouvrier a remis au Secrétaire un marteau parce qu'elle pensait que les outils étaient de bons cadeaux.
The laborer handed the secretary a hammer because he asked for a tool. ||| Le ouvrier a remis au Secrétaire un marteau parce qu'il a demandé un outil.
The guard protected the teacher because she was brave. ||| Le gardien protégeait l'enseignant parce qu'elle était courageuse.
The guard protected the teacher because he was cowardly. ||| Le gardien protégeait l'enseignant parce qu'il était lâche.
The nurse sent the carpenter to the hospital because of her health. ||| L'infirmière a envoyé le charpentier à l'hôpital à cause de sa santé.
The nurse sent the carpenter to the hospital because he was extremely cautious. ||| L'infirmière a envoyé le charpentier à l'hôpital parce qu'il était extrêmement prudent.
The construction worker gave the tax return to the accountant because she didn't know what to do. ||| Le travailleur de la construction a donné la déclaration d'impôt au comptable parce qu'elle ne savait pas quoi faire.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job. ||| Le travailleur de la construction a donné la déclaration d'impôt au comptable parce qu'il était le seul professionnel qualifié à gérer le travail.
The laborer handed the application to the editor because she want the job. ||| Le travailleur a remis la demande à l'éditeur parce qu'elle veut le travail.
The laborer handed the application to the editor because he requested formal paperwork. ||| Le travailleur a remis la demande à l'éditeur parce qu'il a demandé la paperasse formelle.
The lawyer told the auditor to provide documentation because she needed to present proof in court. ||| L'avocat a dit au vérificateur de fournir des documents parce qu'elle avait besoin de présenter une preuve au Tribunal.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise. ||| L'avocat a dit au vérificateur de fournir des documents parce qu'il serait envoyé en prison autrement.
The CEO gave the cashier cash because she wanted to pay for her goods. ||| Le PDG a donné de l'argent au caissier parce qu'elle voulait payer ses biens.
The CEO gave the cashier cash because he wanted to get his money. ||| Le PDG a donné de l'argent au caissier parce qu'il voulait récupérer son fric.
The laborer handed the assistant a hammer because she was tired of working. ||| L'ouvrier a remis un marteau à l'Assistant parce qu'elle était fatiguée de travailler.
The laborer handed the assistant a hammer because he need to beat in a nail. ||| Le travailleur a remis à l'Assistant un marteau parce qu'il a besoin de battre dans un clou.
The laborer dug a hole for the assistant because she had a shovel. ||| L'ouvrier a creusé un trou pour l'assistante parce qu'elle avait une pelle.
The laborer dug a hole for the assistant because he is weak. ||| L'ouvrier a creusé un trou pour l'Assistant parce qu'il est faible.
The nurse examined the farmer for injuries because he was caring. ||| L'infirmière a examiné l'agriculteur pour des blessures parce qu'il était attentionné.
The nurse examined the farmer for injuries because she was screaming. ||| L'infirmière a examiné l'agriculteur pour des blessures parce qu'elle hurlait.
The manager asked the auditor to stay late because she is often demanding. ||| Le gestionnaire a demandé au vérificateur de rester en retard parce qu'elle est souvent exigeante.
The manager asked the auditor to stay late because he is often slacking. ||| Le gestionnaire a demandé au vérificateur de rester en retard parce qu'il est souvent en relâche.
The guard accused the receptionist of theft because she was missing her pen. ||| Le gardien a accusé la réceptionniste de vol parce qu'elle manquait son stylo.
The guard accused the receptionist of theft because he looked guilty. ||| Le gardien a accusé la réceptionniste de vol parce qu'il avait l'air coupable.
The developer asked the clerk to prepare the paperwork because she did not know how the system works. ||| Le promoteur a demandé au greffier de préparer la paperasse parce qu'elle ne savait pas comment fonctionne le système.
