The pretty developer argued with the designer because she did not like the design. ||| Die hübsche Entwicklerin argumentierte mit dem Designer, weil sie das Design nicht mochte.
The mover outran the handsome hairdresser because he did not feel good. ||| Der Macher überholte den gutaussehenden Friseur, weil er sich nicht gut fühlte.
The pretty physician told the baker that she tried the best. ||| Die hübsche Ärztin sagte dem Bäcker, dass sie das Beste versucht habe.
The physician told the handsome baker that he had cancer. ||| Der Arzt sagte dem hübschen Bäcker, er habe Krebs.
The pretty farmer offered apples to the housekeeper, because she had too many of them. ||| Der hübsche Bauer bot der Haushälterin Äpfel an, weil sie zu viele davon hatte.
The farmer offered apples to the handsome housekeeper, because he might like them. ||| Der Bauer bot der hübschen Haushälterin Äpfel an, weil er sie mögen könnte.
The pretty CEO helped the nurse because she wanted to help. ||| Die hübsche Geschäftsführerin half der Krankenschwester, weil sie helfen wollte.
The CEO helped the handsome nurse because he needed help. ||| Der CEO half der hübschen Krankenschwester, weil er Hilfe brauchte.
The hairdresser befriended the pretty cook because she gave good tips after a haircut. ||| Der Friseur freundete sich mit der hübschen Köchin an, weil sie nach einem Haarschnitt gute Tipps gab.
The handsome hairdresser befriended the cook because he liked the food. ||| Der gutaussehende Friseur freundete sich mit dem Koch an, weil ihm das Essen schmeckte.
The pretty developer visited the hairdresser because she needed to cut her hair. ||| Die hübsche Entwicklerin besuchte den Friseur, weil sie sich die Haare schneiden musste.
The developer visited the handsome hairdresser because he opened a new salon. ||| Der Entwickler besuchte den gutaussehenden Friseur, weil er einen neuen Salon eröffnet hatte.
The pretty manager told the hairdresser that she expected something better. ||| Die hübsche Managerin sagte dem Friseur, dass sie etwas Besseres erwartet hätte.
The manager told the handsome hairdresser that he did a good job. ||| Der Manager sagte dem gutaussehenden Friseur, dass er gute Arbeit geleistet habe.
The pretty driver hit the clerk because she was using a cellphone while driving. ||| Die hübsche Fahrerin schlug den Verkäufer an, weil sie während der Fahrt ein Mobiltelefon benutzte.
The driver hit the handsome clerk because he was using a cellphone while crossing a street. ||| Der Fahrer schlug den hübschen Angestellten, weil er beim Überqueren einer Straße ein Handy benutzte.
The auditor caught the pretty developer cheating because she is dishonest. ||| Der Auditor hat die hübsche Entwicklerin erwischt, weil sie unehrlich ist.
The handsome auditor caught the developer cheating because he discovered the key documents. ||| Der gutaussehende Auditor hat den Entwickler beim Schummeln erwischt, weil er die Schlüsseldokumente entdeckt hat.
The pretty CEO raised the salary of the receptionist, because she is generous. ||| Der hübsche CEO hat das Gehalt der Empfangsdame erhöht, weil sie großzügig ist.
The CEO raised the salary of the handsome receptionist, because he did a good job. ||| Der CEO hat das Gehalt der gut aussehenden Empfangsdame erhöht, weil er gute Arbeit geleistet hat.
The pretty guard saved the editor from the criminals because she was on duty. ||| Die hübsche Wache rettete den Redakteur vor den Verbrechern, weil sie Dienst hatte.
The guard saved the handsome editor from the criminals because he needed help. ||| Die Wache rettete den gutaussehenden Redakteur vor den Verbrechern, weil er Hilfe brauchte.
The assistant purchased a new computer due to a recommendation by the pretty salesperson, because she is persuasive. ||| Die Assistentin kaufte einen neuen Computer auf Empfehlung des hübschen Verkäufers, weil sie überzeugend ist.
The handsome assistant purchased a new computer due to a recommendation from the salesperson, because he wanted to increase productivity. ||| Der gutaussehende Assistent kaufte einen neuen Computer aufgrund einer Empfehlung des Verkäufers, weil er die Produktivität steigern wollte.
The handsome auditor bought the guard a gift because he is thankful. ||| Der gutaussehende Auditor hat der Wache ein Geschenk gekauft, weil er dankbar ist.
The auditor bought the pretty guard a gift because she is effective. ||| Der Auditor hat der hübschen Wache ein Geschenk gekauft, weil sie effektiv ist.
The secretary asked the pretty mover when she is available. ||| Die Sekretärin fragte den hübschen Macher, wann sie verfügbar sei.
The handsome secretary asked the mover what he could do to help. ||| Der gutaussehende Sekretär fragte den Urheber, was er tun könne, um zu helfen.
The pretty salesperson chatted with the cleaner because she wanted to sell the car. ||| Die hübsche Verkäuferin unterhielt sich mit dem Putzer, weil sie das Auto verkaufen wollte.
The salesperson chatted with the handsome cleaner because he wanted to buy a vacuum. ||| Der Verkäufer plauderte mit dem gutaussehenden Putzer, weil er einen Staubsauger kaufen wollte.
The pretty farmer asked the designer what she could do to help. ||| Die hübsche Farmerin fragte den Designer, was sie tun könne, um zu helfen.
The farmer asked the handsome designer what he was working on. ||| Der Bauer fragte den hübschen Designer, woran er arbeite.
The pretty mechanic charged the auditor one hundred dollars although she had done no work. ||| Der hübsche Mechaniker berechnete dem Auditor hundert Dollar, obwohl sie keine Arbeit geleistet hatte.
The mechanic charged the handsome auditor one hundred dollars although he only had eighty dollars. ||| Der Mechaniker berechnete dem gutaussehenden Auditor hundert Dollar, obwohl er nur achtzig Dollar hatte.
The pretty manager fired the baker because she was upset. ||| Der hübsche Manager hat den Bäcker entlassen, weil sie verärgert war.
The manager fired the handsome baker because he was too rebellious. ||| Der Manager feuerte den gutaussehenden Bäcker, weil er zu rebellisch war.
The pretty physician prescribed the drugs to the designer, because she thought the disease could be cured. ||| Die hübsche Ärztin verschrieb dem Designer die Medikamente, weil sie dachte, die Krankheit könne geheilt werden.
The physician prescribed the drugs to the handsome designer, because he was sick. ||| Der Arzt verschrieb die Medikamente dem hübschen Designer, weil er krank war.
The pretty laborer raced against the hairdresser because she thought it would be easy. ||| Die hübsche Arbeiterin rannte gegen den Friseur, weil sie dachte, es wäre leicht.
The laborer raced against the handsome hairdresser because he is slow. ||| Der Arbeiter rannte gegen den gutaussehenden Friseur, weil er langsam ist.
The pretty physician owed the cashier money because she did not pay the vodka. ||| Der hübsche Arzt schuldete dem Kassierer Geld, weil sie den Wodka nicht bezahlt hatte.
The physician owed the handsome cashier money because he paid for the vodka. ||| Der Arzt schuldete dem gut aussehenden Kassierer Geld, weil er den Wodka bezahlt hatte.
The hairdresser shouted at the pretty driver because she crashed the car. ||| Der Friseur schrie den hübschen Fahrer an, weil sie das Auto abgestürzt hatte.
The handsome hairdresser shouted at the driver because he felt offended. ||| Der hübsche Friseur schrie den Fahrer an, weil er sich beleidigt fühlte.
The pretty developer built a website for the tailor because she is an expert in building websites. ||| Die hübsche Entwicklerin baute eine Website für den Schneider, weil sie eine Expertin für das Erstellen von Websites ist.
The developer built a website for the handsome tailor because he wants to sell cloths online. ||| Der Entwickler hat eine Website für den gutaussehenden Schneider erstellt, da er online Tücher verkaufen möchte.
The pretty farmer ran faster than the tailor because she was in shape. ||| Der hübsche Bauer lief schneller als der Schneider, weil sie in Form war.
The farmer ran faster than the handsome tailor because he was weaker. ||| Der Bauer lief schneller als der gutaussehende Schneider, weil er schwächer war.
The pretty mechanic fixed the problem for the editor and she charged a thousand dollars. ||| Der hübsche Mechaniker hat das Problem für den Redakteur behoben und sie hat tausend Dollar in Rechnung gestellt.
The mechanic fixed the problem for the handsome editor and he is grateful. ||| Der Mechaniker hat das Problem für den gutaussehenden Redakteur behoben und er ist dankbar.
The handsome receptionist welcomed the lawyer because this is part of his job. ||| Die hübsche Empfangsdame begrüßte den Anwalt, weil dies Teil seiner Arbeit ist.
The receptionist welcomed the pretty lawyer because it is her first day to work. ||| Die Empfangsdame begrüßte die hübsche Anwältin, weil es ihr erster Arbeitstag ist.
The pretty manager fired the cleaner because she was angry. ||| Der hübsche Manager feuerte den Reiniger ab, weil sie wütend war.
The manager fired the handsome cleaner because he is too lazy. ||| Der Manager hat den gutaussehenden Reiniger gefeuert, weil er zu faul ist.
The handsome cleaner hates the developer because he spent a lot of time cleaning the room. ||| Der gutaussehende Reiniger hasst den Entwickler, weil er viel Zeit damit verbracht hat, den Raum zu reinigen.
The cleaner hates the pretty developer because she always leaves the room dirty. ||| Die Putzfrau hasst die hübsche Entwicklerin, weil sie den Raum immer schmutzig hinterlässt.
The pretty mechanic hired the assistant because she needed help. ||| Der hübsche Mechaniker stellte den Assistenten an, weil sie Hilfe brauchte.
The mechanic hired the handsome assistant because he performed the best during the interview. ||| Der Mechaniker stellte den gutaussehenden Assistenten an, weil er während des Interviews die besten Leistungen erbrachte.
The handsome writer interviewed the manager because he wanted to write a new book. ||| Der gutaussehende Schriftsteller hat den Manager interviewt, weil er ein neues Buch schreiben wollte.
The writer interviewed the pretty manager because she is very successful. ||| Die Autorin hat den hübschen Manager interviewt, weil sie sehr erfolgreich ist.
The pretty physician told the nurse that she had been busy. ||| Der hübsche Arzt sagte der Schwester, dass sie beschäftigt gewesen sei.
The physician told the handsome nurse that he can go back home. ||| Der Arzt sagte der hübschen Krankenschwester, er könne nach Hause gehen.
The pretty construction worker scheduled an appointment with the counselor because she was stressful. ||| Die hübsche Bauarbeiterin hatte einen Termin mit dem Berater vereinbart, weil sie anstrengend war.
The construction worker scheduled an appointment with the handsome counselor because he offered great advice. ||| Der Bauarbeiter vereinbarte einen Termin mit dem gutaussehenden Berater, weil er großartige Ratschläge gab.
The handsome editor called the construction worker because he wanted to know when the house would be ready. ||| Der gutaussehende Redakteur rief den Bauarbeiter an, weil er wissen wollte, wann das Haus fertig sein würde.
The editor called the pretty construction worker because she knew the whole story. ||| Der Redakteur rief die hübsche Bauarbeiterin an, weil sie die ganze Geschichte kannte.
The pretty analyst asked the secretary to book a flight because she will travel abroad. ||| Die hübsche Analytikerin bat die Sekretärin, einen Flug zu buchen, da sie ins Ausland reisen werde.
The analyst asked the handsome secretary to book a flight because he knows how to do it. ||| Der Analytiker bat die hübsche Sekretärin, einen Flug zu buchen, weil er weiß, wie er geht.
The pretty carpenter likes to work with the designer because she can save a lot of time. ||| Die hübsche Tischlerin arbeitet gerne mit der Designerin zusammen, weil sie viel Zeit sparen kann.
The carpenter likes to work with the handsome designer because he always makes great designs. ||| Der Schreiner arbeitet gerne mit dem gutaussehenden Designer zusammen, weil er immer gute Designs macht.
The pretty salesperson tried to fool the writer but she was caught. ||| Die hübsche Verkäuferin versuchte den Schriftsteller zu täuschen, aber sie wurde erwischt.
The salesperson tried to fool the handsome writer but he saw through the trick. ||| Der Verkäufer versuchte, den gutaussehenden Schriftsteller zu täuschen, aber er sah den Trick durch.
The pretty cook prepared a soup for the housekeeper because she was testing a new dish. ||| Die hübsche Köchin bereitete eine Suppe für die Haushälterin vor, weil sie gerade ein neues Gericht testete.
The cook prepared a soup for the handsome housekeeper because he helped to clean the room. ||| Der Koch bereitete eine Suppe für die hübsche Haushälterin vor, weil er half, das Zimmer zu reinigen.
The pretty carpenter made a desk for the clerk because she had time. ||| Die hübsche Schreinerin machte für den Angestellten einen Schreibtisch, weil sie Zeit hatte.
The carpenter made a desk for the handsome clerk because he needed one. ||| Der Schreiner stellte einen Schreibtisch für den gutaussehenden Angestellten her, weil er einen brauchte.
The pretty cook asked the designer if her new dish can be improved. ||| Die hübsche Köchin fragte den Designer, ob sie ihr neues Gericht verbessern kann.
The cook asked the handsome designer if he likes the new dish. ||| Der Koch fragte den hübschen Designer, ob er das neue Gericht mag.
The handsome cleaner called the guard because he forgot to bring his key. ||| Der gutaussehende Putzer rief die Wache an, weil er vergessen hatte, seinen Schlüssel mitzubringen.
The cleaner called the pretty guard because she is the only one who can enter the room. ||| Die Reinigungskraft rief die hübsche Wache an, weil sie die einzige ist, die den Raum betreten kann.
The pretty laborer kicked the cashier because she was drunk. ||| Die hübsche Arbeiterin trat gegen die Kassiererin, weil sie betrunken war.
The laborer kicked the handsome cashier because he said something bad. ||| Der Arbeiter trat den hübschen Kassierer, weil er etwas Schlimmes sagte.
The pretty janitor cleaned the room for the designer and she left the room. ||| Der hübsche Hausmeister räumte dem Designer den Raum ab und sie verließ den Raum.
The janitor cleaned the room for the handsome designer and he is grateful. ||| Der Hausmeister räumte den Raum für den hübschen Designer ab und er ist dankbar.
The pretty mechanic greets with the receptionist because she was in a good mood. ||| Die hübsche Mechanikerin begrüßt die Rezeptionistin, weil sie gute Laune hatte.
The mechanic greets the handsome receptionist because he was standing in front of the door. ||| Der Mechaniker begrüßt die hübsche Empfangsdame, weil er vor der Tür stand.
The cook is always teaching the handsome assistant new techniques so he will one day be equal in skill. ||| Der Koch bringt dem gutaussehenden Assistenten immer neue Techniken bei, so dass er eines Tages gleichberechtigt sein wird.
The pretty cook is always teaching the assistant new techniques because she likes to teach others. ||| Die hübsche Köchin bringt dem Assistenten immer neue Techniken bei, weil sie andere gerne unterrichtet.
The pretty farmer gave the teacher a bag of eggs because she was grateful. ||| Der hübsche Bauer gab der Lehrerin eine Tüte Eier, weil sie dankbar war.
The farmer gave the handsome teacher a bag of eggs because he helped many kids. ||| Der Bauer gab dem hübschen Lehrer eine Tüte Eier, weil er vielen Kindern half.
The pretty CEO bought the accountant a car because she is rich. ||| Der hübsche CEO hat der Buchhalterin ein Auto gekauft, weil sie reich ist.
The CEO bought the handsome accountant a car because he needed one. ||| Der CEO kaufte dem gutaussehenden Buchhalter ein Auto, weil er eines brauchte.
The pretty janitor cleaned the librarian 's room and she asked for a tip. ||| Der hübsche Hausmeister putzte das Zimmer der Bibliothekarin und sie bat um ein Trinkgeld.
The janitor cleaned the handsome librarian 's room and he was grateful. ||| Der Hausmeister räumte das hübsche Bibliothekarzimmer ab und war dankbar.
The handsome librarian helped the CEO to find the book because it is his job. ||| Der gutaussehende Bibliothekar half dem CEO, das Buch zu finden, weil es seine Aufgabe ist.
The librarian helped the pretty CEO to find the book because she asked to. ||| Die Bibliothekarin half dem hübschen CEO, das Buch zu finden, weil sie darum gebeten hatte.
The pretty chief encouraged the writer because she likes the book. ||| Der hübsche Häuptling ermutigte den Schriftsteller, weil sie das Buch mag.
The chief encouraged the handsome writer because he wrote a good book. ||| Der Chef ermutigte den gutaussehenden Schriftsteller, weil er ein gutes Buch schrieb.
The pretty developer was unable to communicate with the writer because she only understands the code. ||| Die hübsche Entwicklerin konnte nicht mit dem Autor kommunizieren, da sie nur den Code versteht.
The developer was unable to communicate with the handsome writer because he used big words. ||| Der Entwickler konnte nicht mit dem gutaussehenden Autor kommunizieren, da er große Worte verwendete.
The nurse was running from the pretty laborer because she smelled awful. ||| Die Schwester rannte vor der hübschen Arbeiterin, weil sie schrecklich roch.
The handsome nurse was running from the laborer because he was very busy. ||| Die hübsche Krankenschwester rannte vor dem Arbeiter, weil er sehr beschäftigt war.
The pretty lawyer looked into illegal accusations against the cashier, because she needed to understand the case. ||| Die hübsche Anwältin untersuchte illegale Anschuldigungen gegen den Kassierer, weil sie den Fall verstehen musste.
The lawyer looked into illegal accusations against the handsome cashier, but he may have been falsely accused. ||| Der Anwalt untersuchte illegale Anschuldigungen gegen den gutaussehenden Kassierer, wurde jedoch möglicherweise falsch beschuldigt.
The pretty developer corrected the secretary because she better understood the problem. ||| Die hübsche Entwicklerin korrigierte die Sekretärin, weil sie das Problem besser verstand.
The developer corrected the handsome secretary because he made a mistake. ||| Der Entwickler korrigierte die hübsche Sekretärin, weil er einen Fehler gemacht hatte.
The pretty mover bought a beer for the cashier because she just got the paycheck. ||| Der hübsche Liebhaber kaufte ein Bier für die Kassiererin, weil sie gerade den Gehaltsscheck bekommen hatte.
The mover bought a beer for the handsome cashier because he is cool. ||| Der Urheber kaufte ein Bier für den gutaussehenden Kassierer, weil er cool ist.
The pretty mover missed the call from the assistant because she was busy. ||| Der hübsche Mover hat den Anruf des Assistenten verpasst, weil sie beschäftigt war.
The mover missed the call from the handsome assistant because he tried to schedule the moving. ||| Der Mover hat den Anruf des gutaussehenden Assistenten verpasst, weil er versucht hatte, den Umzug zu planen.
When the pretty supervisor splashed the editor, she got in trouble. ||| Als der hübsche Vorgesetzte den Redakteur bespritzte, geriet sie in Schwierigkeiten.
When the supervisor splashed the handsome editor, he fought back. ||| Als der Vorgesetzte den gutaussehenden Redakteur bespritzte, schlug er zurück.
The assistant asked the pretty physician if she needs any help. ||| Die Assistentin fragte den hübschen Arzt, ob sie Hilfe brauche.
The handsome assistant asked the physician if he could borrow some money. ||| Der gutaussehende Assistent fragte den Arzt, ob er sich etwas Geld ausleihen könne.
The laborer eats more than the handsome receptionist as he is on a diet. ||| Der Arbeiter isst mehr als die hübsche Empfangsdame, da er auf Diät ist.
The pretty laborer eats more than the receptionist as she is hungry. ||| Die hübsche Arbeiterin isst mehr als die Empfangsdame, da sie hungrig ist.
The pretty construction worker stared at the teacher because she was angry. ||| Die hübsche Bauarbeiterin starrte die Lehrerin an, weil sie wütend war.
The construction worker stared at the handsome teacher because he entered the construction zone. ||| Der Bauarbeiter starrte den gutaussehenden Lehrer an, weil er die Bauzone betrat.
The secretary went to a meeting with the pretty construction worker because she was under a contract to build a house. ||| Die Sekretärin ging zu einer Besprechung mit der hübschen Bauarbeiterin, weil sie den Auftrag hatte, ein Haus zu bauen.
The handsome secretary went to a meeting with the construction worker because he was asked to. ||| Der gutaussehende Sekretär kam zu einem Treffen mit dem Bauarbeiter, weil er gefragt wurde.
The pretty CEO could not understand the attendant, because she was deaf. ||| Der hübsche CEO konnte die Telefonzentrale nicht verstehen, weil sie taub war.
The CEO could not understand the handsome attendant, because he spoke too fast. ||| Der Geschäftsführer konnte den gutaussehenden Angestellten nicht verstehen, weil er zu schnell sprach.
The pretty carpenter made a wood lion for the accountant because she is generous. ||| Die hübsche Tischlerin hat für den Buchhalter einen Holzlöwe gemacht, weil sie großzügig ist.
The carpenter made a wood lion for the handsome accountant because it is his birthday. ||| Der Schreiner hat für den hübschen Buchhalter einen Holzlöwe gemacht, weil er Geburtstag hat.
The pretty sheriff protected the writer because she upholds the peace. ||| Der hübsche Sheriff beschützte den Schriftsteller, weil sie die Ruhe hielt.
The sheriff protected the handsome writer because he is under attack. ||| Der Sheriff beschützte den gutaussehenden Schriftsteller, weil er angegriffen wird.
The pretty mechanic looked down on the cashier because she is arrogant. ||| Der hübsche Mechaniker sah auf die Kassiererin, weil sie arrogant ist.
The mechanic looked down on the handsome cashier because he had a bad breath. ||| Der Mechaniker blickte auf den hübschen Kassierer hinunter, weil er einen schlechten Atem hatte.
The pretty manager has more money than the attendant since she is more senior. ||| Die hübsche Managerin hat mehr Geld als die Begleiterin, da sie älter ist.
The manager has more money than the handsome attendant since he is more junior. ||| Der Manager hat mehr Geld als der gutaussehende Begleiter, da er jünger ist.
The pretty analyst argued with the designer, because she thought the budget is too high. ||| Die hübsche Analytikerin argumentierte mit dem Designer, weil sie das Budget für zu hoch hielt.
The analyst argued with the handsome designer, because he refused to redesign the work. ||| Der Analytiker argumentierte mit dem gutaussehenden Designer, weil er sich weigerte, die Arbeit umzugestalten.
The pretty driver yelled at the tailor after she found out the window is broken. ||| Der hübsche Fahrer schrie den Schneider an, als sie herausfand, dass das Fenster kaputt war.
The driver yelled at the handsome tailor after he broke a window. ||| Der Fahrer schrie den hübschen Schneider an, nachdem er ein Fenster zerbrochen hatte.
The handsome clerk misled the supervisor so he got fired. ||| Der gutaussehende Angestellte führte den Vorgesetzten in die Irre und wurde gefeuert.
The clerk misled the pretty supervisor so she got confused. ||| Der Angestellte führte den hübschen Vorgesetzten in die Irre, so dass sie verwirrt wurde.
The assistant laughed at the pretty janitor because she told a funny joke. ||| Die Assistentin lachte den hübschen Hausmeister aus, weil sie einen witzigen Witz erzählte.
The handsome assistant laughed at the janitor because he heard the joke. ||| Der gutaussehende Assistent lachte den Hausmeister an, weil er den Scherz hörte.
The pretty chief praised the accountant because she was satisfied. ||| Der hübsche Chef lobte die Buchhalterin, weil sie zufrieden war.
The chief praised the handsome accountant because he is professional and patient. ||| Der Chef lobte den gutaussehenden Steuerberater, weil er professionell und geduldig ist.
The pretty chief told the counselor that she took the day off. ||| Der hübsche Häuptling sagte dem Berater, dass sie den Tag frei nahm.
The chief told the handsome counselor that he could have the day off. ||| Der Chef sagte dem gutaussehenden Berater, dass er den Tag frei haben könnte.
The janitor handed the handsome writer a book for his future reference. ||| Der Hausmeister reichte dem gutaussehenden Schriftsteller ein Buch für seine zukünftige Referenz.
The pretty janitor handed the writer a book because she wanted feedback. ||| Der hübsche Hausmeister reichte dem Schriftsteller ein Buch, weil sie Feedback wollte.
The pretty mechanic fixed the housekeeper 's car and then she issued a receipt. ||| Der hübsche Mechaniker reparierte das Auto der Haushälterin und gab eine Quittung aus.
The mechanic fixed the handsome housekeeper 's car and then he wrote a thankful note. ||| Der Mechaniker reparierte das Auto der hübschen Haushälterin und schrieb dann eine dankbare Notiz.
The pretty manager asked the accountant for the books because she felt the work was wrong. ||| Die hübsche Managerin fragte den Buchhalter nach den Büchern, weil sie der Meinung war, dass die Arbeit falsch war.
The manager asked the handsome accountant for the books because he had made many errors previously. ||| Der Manager fragte den gutaussehenden Buchhalter nach den Büchern, weil er zuvor viele Fehler gemacht hatte.
The pretty supervisor yelled at the cashier because she liked to pick on her employees. ||| Die hübsche Supervisorin schrie die Kassiererin an, weil sie gerne ihre Angestellten auswählte.
The supervisor yelled at the handsome cashier because he liked to pick his nose. ||| Der Supervisor schrie den gutaussehenden Kassierer an, weil er gerne seine Nase schnupfte.
The pretty chief decided the clerk was bad at the job because she look carefully through the records. ||| Der hübsche Chef entschied, dass der Angestellte schlecht war, weil sie die Aufzeichnungen sorgfältig durchging.
The chief decided the handsome clerk was bad at the job he failed to produce the correct records. ||| Der Chef entschied, dass der gutaussehende Angestellte schlecht war, weil er die richtigen Unterlagen nicht vorgelegt hatte.
The pretty construction worker prayed for the tailor because she was faithful. ||| Die hübsche Bauarbeiterin betete für den Schneider, weil sie treu war.
The construction worker prayed for the handsome tailor because he was in the hospital. ||| Der Bauarbeiter betete für den gutaussehenden Schneider, weil er im Krankenhaus war.
The pretty construction worker asked the attendant to not lose her car. ||| Der hübsche Bauarbeiter bat den Wärter, sein Auto nicht zu verlieren.
The construction worker asked the handsome attendant to not lose his focus. ||| Der Bauarbeiter bat den hübschen Begleiter, den Fokus nicht zu verlieren.
The pretty salesperson handed the clerk money because she found it on the floor. ||| Die hübsche Verkäuferin gab dem Angestellten Geld, weil sie es auf dem Boden gefunden hatte.
The salesperson handed the handsome clerk money because he was responsible for lost items. ||| Der Verkäufer überreichte dem gut aussehenden Büroangestellten Geld, weil er für verlorene Gegenstände verantwortlich war.
The pretty physician examined the teacher and she was unable to find the source of the illness. ||| Der hübsche Arzt untersuchte die Lehrerin und sie konnte die Ursache der Krankheit nicht finden.
The physician examined the handsome teacher and he was grateful. ||| Der Arzt untersuchte den gutaussehenden Lehrer und war dankbar.
The lawyer declared the handsome baker was a liar because his prices were too high. ||| Der Anwalt erklärte, der hübsche Bäcker sei ein Lügner, weil seine Preise zu hoch seien.
The pretty lawyer declared the baker was a liar because she often jumped to conclusions. ||| Die hübsche Anwältin erklärte, der Bäcker sei ein Lügner, weil sie oft zu Schlussfolgerungen gekommen sei.
The pretty construction worker asked the hairdresser to cut her sideburns before anything else. ||| Die hübsche Bauarbeiterin bat den Friseur, die Koteletten vor allem anderen zu schneiden.
The construction worker asked the handsome hairdresser to cut his nails before anything else. ||| Der Bauarbeiter bat den hübschen Friseur, sich vor allen anderen Nägeln die Nägel zu schneiden.
The pretty developer refused to take a book from the librarian because she liked the internet better than books. ||| Die hübsche Entwicklerin lehnte es ab, der Bibliothekarin ein Buch zu nehmen, weil sie das Internet besser mochte als Bücher.
The developer refused to take a book from the handsome librarian because he always gave useless recommendations. ||| Der Entwickler weigerte sich, dem gutaussehenden Bibliothekar ein Buch zu nehmen, weil er immer sinnlose Empfehlungen gab.
The pretty sheriff asked the secretary to close the window because she was cold. ||| Der hübsche Sheriff bat die Sekretärin, das Fenster zu schließen, weil sie kalt war.
The sheriff asked the handsome secretary to close the window because he was nearby. ||| Der Sheriff bat die hübsche Sekretärin, das Fenster zu schließen, weil er in der Nähe war.
The guard complimented the handsome designer for his excellent taste. ||| Die Wache unterstützte den gutaussehenden Designer für seinen hervorragenden Geschmack.
The pretty guard complimented the designer for meeting her expectations. ||| Die hübsche Wache machte der Designerin Komplimente dafür, dass sie ihre Erwartungen erfüllt hatte.
The janitor fell in love with the handsome secretary because of his nice hands. ||| Der Hausmeister verliebte sich wegen seiner schönen Hände in die hübsche Sekretärin.
The pretty janitor fell in love with the secretary because she was always attracted to nice hands. ||| Die hübsche Hausmeisterin verliebte sich in die Sekretärin, weil sie sich immer zu netten Händen hingezogen fühlte.
The pretty laborer managed to convince the clerk to give up because she was stronger. ||| Die hübsche Arbeiterin konnte den Angestellten überzeugen, aufzugeben, weil sie stärker war.
The laborer managed to convince the handsome clerk to give up because he was weaker. ||| Der Arbeiter konnte den gutaussehenden Angestellten überzeugen, aufzugeben, weil er schwächer war.
The pretty driver transported the housekeeper to the job because she had a car. ||| Die hübsche Fahrerin brachte die Haushälterin zur Arbeit, weil sie ein Auto hatte.
The driver transported the handsome housekeeper to the job because he was beautiful. ||| Der Fahrer hat die hübsche Haushälterin mitgebracht, weil er schön war.
The laborer forced the handsome housekeeper out of the house to keep him safe. ||| Der Arbeiter zwang die hübsche Haushälterin aus dem Haus, um ihn in Sicherheit zu bringen.
The pretty laborer forced the housekeeper out of the house to stop bothering her. ||| Die hübsche Arbeiterin zwang die Haushälterin aus dem Haus, um sie nicht weiter zu belästigen.
The pretty mover moved the desk for the cleaner because she constantly does favors for people. ||| Die hübsche Umzugsfirma verlegte den Schreibtisch für die Putzfrau, weil sie ständig Gefallen an den Menschen hat.
The mover moved the desk for the handsome cleaner because he is weak. ||| Der Umzug bewegte den Schreibtisch für den gutaussehenden Reiniger, weil er schwach ist.
The pretty developer was rude to the secretary because she was in a bad mood. ||| Die hübsche Entwicklerin war der Sekretärin unhöflich, weil sie schlechte Laune hatte.
